countrycode,year,Ic_Struc,Ic_Mach,Ic_TraEq,Ic_Other,Ip_Struc,Ip_Mach,Ip_TraEq,Ip_Other,Nc_Struc,Nc_Mach,Nc_TraEq,Nc_Other,Np_Struc,Np_Mach,Np_TraEq,Np_Other,Dc_Struc,Dc_Mach,Dc_TraEq,Dc_Other,Kc_Struc,Kc_Mach,Kc_TraEq,Kc_Other,Kp_Struc,Kp_Mach,Kp_TraEq,Kp_Other,Ksh_Struc,Ksh_Mach,Ksh_TraEq,Ksh_Other
BIH,2005,2393,1719,486,191,1,1,1,1,19865,8115,1845,412,1,1,1,1,475,1059,373,105,3444,2161,604,168,1,1,1,1,1,0,0,0
BIH,2006,2417,1536,449,130,1,1,1,1,22546,8881,1986,439,1,1,1,1,544,1194,410,124,3772,2426,652,193,1,1,1,1,1,0,0,0
BIH,2007,2581,1788,554,205,1,1,1,1,22908,8800,1985,497,1,1,1,1,553,1182,398,133,4088,2764,728,203,1,1,1,1,1,0,0,0
BIH,2008,3283,1947,611,323,1,1,1,1,27025,9104,2090,763,1,1,1,1,651,1238,416,188,4541,2958,795,260,1,1,1,1,1,0,0,0
BIH,2009,2718,1503,369,331,1,1,1,1,29135,8995,1974,857,1,1,1,1,713,1268,417,220,4191,2745,710,280,1,1,1,1,1,0,0,0
BIH,2010,2361,1452,322,276,1,1,1,1,30871,9002,1873,925,1,1,1,1,760,1276,399,243,4568,2788,682,305,1,1,1,1,1,0,0,0
BIH,2011,2558,1559,469,271,1,1,1,1,33946,9491,2003,951,1,1,1,1,835,1335,412,250,4820,2782,689,335,1,1,1,1,1,0,0,0
BIH,2012,2509,1566,338,477,1,1,1,1,35020,9827,1976,1055,1,1,1,1,864,1383,421,271,4974,2590,619,441,1,1,1,1,1,0,0,0
BIH,2013,2565,1569,323,352,1,1,1,1,36151,9897,1889,1098,1,1,1,1,893,1392,403,310,5224,2567,582,434,1,1,1,1,1,0,0,0
BIH,2014,2755,1922,337,318,1,1,1,1,37498,10273,1832,1103,1,1,1,1,927,1422,388,313,5329,2639,557,473,1,1,1,1,1,0,0,0
BIH,2015,2608,1894,402,300,1,1,1,1,40546,10803,1889,981,1,1,1,1,1007,1505,393,291,5651,2736,569,448,1,1,1,1,1,0,0,0
BIH,2016,2627,1992,440,278,1,1,1,1,40966,10953,1894,961,1,1,1,1,1018,1521,390,280,5963,2885,592,396,1,1,1,1,1,0,0,0
BIH,2017,2861,2274,497,296,1,1,1,1,43938,11864,2037,979,1,1,1,1,1091,1632,417,272,6203,3080,631,405,1,1,1,1,1,0,0,0
BIH,2018,3178,2498,543,331,1,1,1,1,46936,12802,2181,1034,1,1,1,1,1164,1757,445,280,6582,3313,677,427,1,1,1,1,1,0,0,0
BIH,2019,3451,2476,586,350,1,1,1,1,49601,13476,2316,1091,1,1,1,1,1230,1862,471,297,7014,3444,715,413,1,1,1,1,1,0,0,0
BLR,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
BLR,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
BLR,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
BLR,1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
BLR,1994,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
BLR,1995,2,1,0,0,0,0,0,0,86,9,1,0,0,0,0,0,2,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0
BLR,1996,3,1,0,0,0,0,0,0,120,12,1,0,0,0,0,0,3,2,0,0,7,2,0,0,0,0,0,0,1,0,0,0
BLR,1997,7,2,0,0,0,0,0,0,228,21,2,0,0,0,0,0,5,3,1,0,14,4,1,0,0,0,0,0,1,0,0,0
BLR,1998,11,6,1,0,0,0,0,0,410,38,4,1,0,0,0,0,9,5,1,0,24,8,1,0,0,0,0,0,1,0,0,0
BLR,1999,49,28,2,2,0,0,0,0,1879,169,16,5,0,0,0,0,40,26,4,1,103,33,4,1,0,0,0,0,1,0,0,0
BLR,2000,137,86,7,6,0,0,0,0,5329,480,44,15,0,0,0,0,113,76,9,4,305,100,10,4,0,0,0,0,1,0,0,0
BLR,2001,224,146,19,9,0,0,0,0,9250,829,79,29,0,0,0,0,196,130,16,7,527,172,18,8,0,0,0,0,1,0,0,0
BLR,2002,326,207,43,13,0,0,0,0,12856,1161,127,42,0,0,0,0,272,177,25,10,831,243,31,12,0,0,0,0,1,0,0,0
BLR,2003,456,340,73,19,0,0,0,0,16218,1543,195,58,0,0,0,0,342,224,37,13,1281,338,50,16,0,0,0,0,1,0,0,0
BLR,2004,642,501,126,26,0,0,0,0,19931,2051,306,78,0,0,0,0,419,290,57,17,1748,463,80,22,0,0,0,0,1,0,0,0
BLR,2005,875,669,187,34,0,0,0,0,23130,2618,452,102,0,0,0,0,485,364,84,21,2148,597,121,28,0,0,0,0,1,0,0,0
BLR,2006,1103,1005,246,52,0,0,0,0,24541,3252,603,133,0,0,0,0,513,439,112,26,2456,790,166,37,0,0,0,0,1,0,0,0
BLR,2007,1500,1216,329,74,0,0,0,0,28239,4189,842,186,0,0,0,0,589,579,158,36,3006,1046,237,53,0,0,0,0,1,0,0,0
BLR,2008,2181,1793,343,105,0,0,0,0,33820,5716,1093,269,0,0,0,0,703,795,215,52,4152,1537,324,80,0,0,0,0,1,0,0,0
BLR,2009,2797,1758,384,111,0,0,0,0,38752,6808,1311,333,0,0,0,0,806,980,261,66,3872,1686,359,93,0,0,0,0,1,0,0,0
BLR,2010,3780,2151,529,158,0,0,0,0,45891,8365,1661,438,0,0,0,0,954,1205,325,86,4318,1978,446,119,0,0,0,0,1,0,0,0
BLR,2011,5846,4296,1192,246,0,0,0,0,74856,15130,3151,776,0,0,0,0,1567,2157,595,158,10061,4052,968,238,0,0,0,0,1,0,0,0
BLR,2012,9758,6446,1629,467,1,1,1,1,140352,28616,6034,1531,1,1,1,1,2962,4178,1216,302,15942,7118,1730,438,1,1,1,1,1,0,0,0
BLR,2013,14886,7781,1684,590,1,1,1,1,186452,37359,7643,2084,1,1,1,1,3928,5429,1585,397,14710,7962,1935,506,1,1,1,1,1,0,0,0
BLR,2014,16245,8487,1405,635,1,1,1,1,223846,44110,8332,2534,1,1,1,1,4750,6439,1778,476,19303,9662,2166,619,1,1,1,1,1,0,0,0
BLR,2015,15405,8283,1374,700,1,1,1,1,264548,50311,8937,3017,1,1,1,1,5666,7432,1923,566,22359,11229,2306,742,1,1,1,1,1,0,0,0
BLR,2016,13791,8025,1336,1003,1,1,1,1,297384,53999,9155,3632,1,1,1,1,6412,8012,1978,661,23745,11753,2319,872,1,1,1,1,1,0,0,0
BLR,2017,15393,9420,1574,1274,1,1,1,1,330922,58617,9481,4395,1,1,1,1,7134,8714,2026,801,26841,12762,2414,1072,1,1,1,1,1,0,0,0
BLR,2018,17390,11369,1762,1560,1,1,1,1,376813,65883,10136,5411,1,1,1,1,8124,9954,2157,1011,31378,14514,2602,1346,1,1,1,1,1,0,0,0
BLR,2019,20065,11960,1928,1683,1,1,1,1,388524,67488,9966,5981,1,1,1,1,8354,10391,2098,1150,34309,15316,2609,1531,1,1,1,1,1,0,0,0
BLZ,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1970,3,6,1,0,0,0,0,0,54,11,3,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,
BLZ,1971,4,7,2,0,0,0,0,1,66,18,5,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,
BLZ,1972,6,9,2,0,0,0,0,1,86,28,7,0,0,0,0,0,2,3,1,0,,,,,,,,,,,,
BLZ,1973,8,15,4,0,0,0,0,1,140,52,12,0,0,0,0,1,3,7,2,0,,,,,,,,,,,,
BLZ,1974,14,19,5,0,0,0,0,1,194,78,17,1,0,0,0,1,4,10,3,0,,,,,,,,,,,,
BLZ,1975,18,28,7,0,0,0,0,1,277,117,26,1,0,0,0,1,6,15,5,0,,,,,,,,,,,,
BLZ,1976,20,32,5,0,0,1,0,1,313,140,27,1,0,0,0,1,7,18,6,0,,,,,,,,,,,,
BLZ,1977,20,37,6,1,0,1,0,1,351,166,29,1,0,0,0,1,8,22,6,0,,,,,,,,,,,,
BLZ,1978,29,45,7,1,0,1,0,1,428,209,34,1,0,0,0,1,9,27,7,0,,,,,,,,,,,,
BLZ,1979,28,57,9,1,0,1,0,1,472,246,37,2,0,1,0,1,11,32,8,1,,,,,,,,,,,,
BLZ,1980,34,47,7,1,0,1,0,2,542,284,39,2,0,1,0,1,12,38,8,1,,,,,,,,,,,,
BLZ,1981,37,52,7,1,0,1,0,2,597,308,40,2,0,1,0,1,13,41,9,1,,,,,,,,,,,,
BLZ,1982,34,40,6,1,0,1,0,1,644,316,40,2,0,1,0,1,15,43,8,1,,,,,,,,,,,,
BLZ,1983,26,36,8,1,1,1,1,1,682,321,41,2,1,1,1,1,16,44,9,1,,,,,,,,,,,,
BLZ,1984,32,45,8,1,1,1,1,2,704,326,41,2,1,1,1,1,16,44,9,1,,,,,,,,,,,,
BLZ,1985,29,36,7,1,1,1,1,1,703,313,39,2,1,1,1,1,16,43,8,1,,,,,,,,,,,,
BLZ,1986,31,40,8,1,1,1,1,1,713,309,38,2,1,1,1,1,16,42,8,1,,,,,,,,,,,,
BLZ,1987,46,58,13,1,1,1,1,1,756,331,43,3,1,1,1,1,17,44,9,1,,,,,,,,,,,,
BLZ,1988,62,82,16,2,1,1,1,1,819,372,51,4,1,1,1,1,19,48,10,1,,,,,,,,,,,,
BLZ,1989,75,102,20,3,1,1,1,1,913,434,61,5,1,1,1,1,21,56,12,1,,,,,,,,,,,,
BLZ,1990,89,98,21,3,1,1,1,1,1001,478,69,6,1,1,1,1,23,62,14,2,,,,,,,,,,,,
BLZ,1991,103,130,16,3,1,1,1,1,1123,556,74,7,1,1,1,1,26,71,15,2,,,,,,,,,,,,
BLZ,1992,109,143,22,4,1,1,1,1,1261,642,82,9,1,1,1,1,29,83,17,2,,,,,,,,,,,,
BLZ,1993,134,154,23,5,1,1,1,1,1352,699,87,11,1,1,1,1,31,90,18,3,,,,,,,,,,,,
BLZ,1994,92,129,17,4,1,1,1,1,1442,743,88,12,1,1,1,1,34,99,18,3,,,,,,,,,,,,
BLZ,1995,104,140,21,5,1,1,1,1,1554,799,92,13,1,1,1,1,36,106,19,4,,,,,,,,,,,,
BLZ,1996,105,127,23,6,1,1,1,1,1672,836,99,15,1,1,1,1,39,112,20,4,,,,,,,,,,,,
BLZ,1997,93,142,20,6,1,1,1,1,1737,865,99,16,1,1,1,1,41,115,21,4,,,,,,,,,,,,
BLZ,1998,104,128,24,3,1,1,1,1,1814,878,102,15,1,1,1,1,43,118,21,4,,,,,,,,,,,,
BLZ,1999,178,161,18,4,1,1,1,1,1976,925,101,15,1,1,1,1,46,122,21,4,,,,,,,,,,,,
BLZ,2000,174,245,46,12,1,1,1,1,2123,1044,124,22,1,1,1,1,50,134,24,5,,,,,,,,,,,,
BLZ,2001,176,201,50,11,1,1,1,1,2205,1078,144,26,1,1,1,1,52,142,28,7,,,,,,,,,,,,
BLZ,2002,192,163,55,11,1,1,1,1,2376,1102,168,29,1,1,1,1,56,149,33,8,,,,,,,,,,,,
BLZ,2003,165,153,47,10,1,1,1,1,2561,1120,184,30,1,1,1,1,61,152,37,8,,,,,,,,,,,,
BLZ,2004,183,140,41,10,1,1,1,1,2812,1148,194,31,1,1,1,1,67,157,40,9,,,,,,,,,,,,
BLZ,2005,186,171,45,10,1,1,1,1,2992,1177,202,32,1,1,1,1,71,159,42,9,,,,,,,,,,,,
BLZ,2006,205,172,63,11,1,1,1,1,3335,1249,233,34,1,1,1,1,80,169,47,10,,,,,,,,,,,,
BLZ,2007,213,183,77,12,1,1,1,1,3605,1297,267,36,1,1,1,1,86,175,53,10,,,,,,,,,,,,
BLZ,2008,268,273,95,15,1,1,1,1,3953,1425,313,41,1,1,1,1,94,187,62,11,,,,,,,,,,,,
BLZ,2009,226,206,69,11,1,1,1,1,3953,1383,308,40,1,1,1,1,95,186,64,11,,,,,,,,,,,,
BLZ,2010,228,141,49,9,1,1,1,1,4314,1391,309,38,1,1,1,1,104,191,66,11,,,,,,,,,,,,
BLZ,2011,259,111,75,8,1,1,1,1,4770,1392,336,37,1,1,1,1,115,194,70,11,,,,,,,,,,,,
BLZ,2012,261,111,75,9,1,1,1,1,4964,1321,344,36,1,1,1,1,119,184,71,10,,,,,,,,,,,,
BLZ,2013,321,137,93,11,1,1,1,1,5112,1264,360,36,1,1,1,1,122,174,73,11,,,,,,,,,,,,
BLZ,2014,341,145,98,14,1,1,1,1,5356,1233,382,38,1,1,1,1,128,169,78,11,,,,,,,,,,,,
BLZ,2015,405,172,117,16,1,1,1,1,5387,1181,402,42,1,1,1,1,128,160,80,12,,,,,,,,,,,,
BLZ,2016,434,184,125,18,1,1,1,1,5680,1192,438,46,1,1,1,1,135,161,88,14,,,,,,,,,,,,
BLZ,2017,391,167,113,16,1,1,1,1,6073,1213,467,47,1,1,1,1,146,166,96,14,,,,,,,,,,,,
BLZ,2018,408,193,136,21,1,1,1,1,6535,1261,515,52,1,1,1,1,157,171,104,15,,,,,,,,,,,,
BLZ,2019,428,188,132,20,1,1,1,1,6843,1275,540,55,1,1,1,1,164,174,110,17,,,,,,,,,,,,
BMU,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,1970,9,10,17,2,0,0,0,1,492,67,33,1,0,0,0,0,10,9,6,0,,,,,,,,,,,,
BMU,1971,12,6,21,2,0,0,0,1,539,69,49,3,0,0,0,0,11,11,9,1,,,,,,,,,,,,
BMU,1972,14,7,22,3,0,0,0,1,592,70,63,5,0,0,0,0,13,11,12,1,,,,,,,,,,,,
BMU,1973,13,16,22,3,0,0,0,1,667,81,77,6,0,0,0,0,14,13,15,2,,,,,,,,,,,,
BMU,1974,16,20,23,3,0,0,0,1,767,95,93,8,0,0,0,1,16,15,19,2,,,,,,,,,,,,
BMU,1975,16,34,19,3,0,0,0,1,814,116,97,9,0,0,0,1,17,17,20,3,,,,,,,,,,,,
BMU,1976,19,17,28,3,0,0,0,1,837,116,107,9,0,0,0,1,18,18,22,3,,,,,,,,,,,,
BMU,1977,22,24,32,5,0,0,0,1,901,125,122,11,0,0,0,1,19,20,25,3,,,,,,,,,,,,
BMU,1978,16,48,27,4,0,0,0,1,963,154,130,12,0,0,0,1,21,22,27,3,,,,,,,,,,,,
BMU,1979,20,60,29,5,0,0,0,1,1034,195,140,13,0,0,0,1,22,27,29,4,,,,,,,,,,,,
BMU,1980,16,112,26,5,0,0,0,1,1176,294,154,15,0,0,0,1,25,38,33,4,,,,,,,,,,,,
BMU,1981,19,111,29,5,0,0,0,1,1276,379,163,16,0,0,0,1,27,50,35,5,,,,,,,,,,,,
BMU,1982,22,157,31,8,0,1,0,1,1404,508,174,20,0,0,0,1,30,66,37,6,,,,,,,,,,,,
BMU,1983,24,175,35,8,0,1,0,1,1473,625,181,22,0,0,0,1,31,82,38,7,,,,,,,,,,,,
BMU,1984,24,208,46,10,0,1,0,1,1550,764,197,26,0,0,0,1,33,100,41,7,,,,,,,,,,,,
BMU,1985,27,225,36,11,0,1,0,1,1658,918,204,29,0,0,0,1,35,122,43,8,,,,,,,,,,,,
BMU,1986,29,197,40,10,0,1,0,1,1696,1000,207,30,0,1,0,1,36,136,43,9,349,322,77,14,0,1,0,1,0,0,0,0
BMU,1987,32,225,45,11,0,1,0,1,1786,1124,218,32,0,1,0,1,38,152,45,10,372,365,82,15,0,1,0,1,0,0,0,0
BMU,1988,34,300,51,15,0,1,0,1,1912,1325,235,37,0,1,0,1,40,177,49,11,375,414,86,18,0,1,0,1,0,0,0,0
BMU,1989,35,284,50,14,1,1,1,1,2023,1483,248,39,1,1,1,1,43,201,52,11,385,453,89,19,0,1,0,1,0,0,0,0
BMU,1990,35,251,48,12,1,1,1,1,2132,1595,257,40,1,1,1,1,45,220,54,12,393,477,90,19,0,1,0,1,0,0,0,0
BMU,1991,38,243,35,12,1,1,1,1,2223,1673,249,41,1,1,1,1,47,231,54,12,411,499,88,19,0,1,1,1,0,0,0,0
BMU,1992,42,240,39,14,1,1,1,1,2283,1719,243,41,1,1,1,1,48,238,52,12,419,510,86,19,0,1,1,1,0,0,0,0
BMU,1993,46,229,50,15,1,1,1,1,2317,1729,246,44,1,1,1,1,49,240,51,13,455,536,90,21,1,1,1,1,0,0,0,0
BMU,1994,66,196,54,21,1,1,1,1,2395,1723,254,50,1,1,1,1,50,242,53,14,482,546,94,24,1,1,1,1,0,0,0,0
BMU,1995,85,144,110,23,1,1,1,1,2507,1673,313,58,1,1,1,1,52,239,60,16,532,552,119,28,1,1,1,1,0,0,0,0
BMU,1996,116,204,57,34,1,1,1,1,2500,1597,298,70,1,1,1,1,52,225,63,19,584,567,120,35,1,1,1,1,0,0,0,0
BMU,1997,55,344,51,16,1,1,1,1,2582,1744,296,65,1,1,1,1,55,236,63,21,632,635,122,34,1,1,1,1,0,0,0,0
BMU,1998,45,472,41,22,1,1,1,1,2642,1987,283,67,1,1,1,1,56,260,61,20,635,713,116,34,1,1,1,1,0,0,0,0
BMU,1999,76,524,24,20,1,1,1,1,2733,2256,258,67,1,1,1,1,58,295,57,20,676,819,107,34,1,1,1,1,0,1,0,0
BMU,2000,80,539,39,20,1,1,1,1,2799,2494,248,68,1,1,1,1,59,328,53,20,612,831,96,32,1,1,1,1,0,1,0,0
BMU,2001,78,515,66,16,1,1,1,1,2779,2615,258,63,1,1,1,1,59,346,52,19,598,860,99,30,1,1,1,1,0,1,0,0
BMU,2002,70,420,82,14,1,1,1,1,3024,2860,302,61,1,1,1,1,64,388,61,19,614,902,112,28,1,1,1,1,0,1,0,0
BMU,2003,86,407,42,13,1,1,1,1,3129,2929,290,56,1,1,1,1,66,398,63,17,675,963,111,27,1,1,1,1,0,1,0,0
BMU,2004,101,610,42,13,1,1,1,1,3305,3234,284,54,1,1,1,1,70,427,61,16,696,1046,108,26,1,1,1,1,0,1,0,0
BMU,2005,108,643,44,41,1,1,1,1,3561,3603,286,78,1,1,1,1,76,479,62,20,686,1108,103,36,1,1,1,1,0,1,0,0
BMU,2006,106,661,33,43,1,1,1,1,3779,3912,274,97,1,1,1,1,80,525,60,27,795,1279,104,47,1,1,1,1,0,1,0,0
BMU,2007,120,742,28,29,1,1,1,1,3933,4196,255,98,1,1,1,1,84,560,56,30,875,1418,99,47,1,1,1,1,0,1,0,0
BMU,2008,156,929,22,12,1,1,1,1,4126,4612,233,85,1,1,1,1,88,605,52,28,953,1596,93,41,1,1,1,1,0,1,0,0
BMU,2009,146,808,15,4,1,1,1,1,4222,4799,205,67,1,1,1,1,90,638,46,22,895,1557,78,30,1,1,1,1,0,1,0,0
BMU,2010,235,623,5,3,1,1,1,1,4386,4775,172,52,1,1,1,1,93,646,39,17,956,1570,66,23,1,1,1,1,0,1,0,0
BMU,2011,415,371,7,2,1,1,1,1,4734,4535,147,40,1,1,1,1,100,628,33,12,977,1432,55,17,1,1,1,1,0,1,0,0
BMU,2012,346,333,15,8,1,1,1,1,5007,4297,133,39,1,1,1,1,108,597,29,11,1045,1359,50,17,1,1,1,1,0,1,0,0
BMU,2013,346,313,30,15,1,1,1,1,5266,4058,135,43,1,1,1,1,114,564,28,11,1155,1328,52,20,1,1,1,1,0,1,0,0
BMU,2014,404,302,46,24,1,1,1,1,5590,3844,153,52,1,1,1,1,122,535,30,14,1204,1244,58,24,1,1,1,1,0,0,0,0
BMU,2015,424,276,61,31,1,1,1,1,5914,3622,180,65,1,1,1,1,130,507,35,18,1297,1186,69,30,1,1,1,1,1,0,0,0
BMU,2016,487,273,82,41,1,1,1,1,6285,3420,221,82,1,1,1,1,139,480,42,24,1482,1180,89,41,1,1,1,1,1,0,0,0
BMU,2017,521,290,115,57,1,1,1,1,6700,3264,285,105,1,1,1,1,149,459,53,31,1579,1130,114,55,1,1,1,1,1,0,0,0
BMU,2018,567,269,84,49,1,1,1,1,7191,3121,310,115,1,1,1,1,161,442,62,38,1714,1091,125,61,1,1,1,1,1,0,0,0
BMU,2019,590,337,106,61,1,1,1,1,7661,3039,349,130,1,1,1,1,172,427,69,42,1777,1046,139,70,1,1,1,1,1,0,0,0
BOL,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
BOL,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
BOL,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
BOL,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
BOL,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BOL,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BOL,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BOL,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BOL,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
